ORDEN_ID,FECHA,PROVEEDOR_COD,SECRETARIA_COD,IMPORTE
OC-03900,2019-02-19,PROV-084,Secretaría H,5785.0
OC-03901,2019-02-19,PROV-084,Secretaría F,14854.0
OC-03902,2019-02-19,PROV-105,Secretaría D,5815.0
OC-03903,2019-02-19,PROV-084,Secretaría F,14854.0
OC-03904,2019-02-19,PROV-121,Secretaría B,3700.0
OC-03905,2019-02-19,PROV-105,Secretaría D,5815.0
OC-03906,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03907,2019-02-19,PROV-105,Secretaría D,5815.0
OC-03908,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03909,2019-02-19,PROV-084,Secretaría F,14854.0
OC-03910,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03911,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03912,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03913,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03914,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03915,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03916,2019-02-19,PROV-105,Secretaría D,5815.0
OC-03917,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03918,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03919,2019-02-19,PROV-105,Secretaría B,496.0
OC-03920,2019-02-19,PROV-111,Secretaría D,5394.8
OC-03921,2019-02-19,PROV-105,Secretaría D,5815.0
OC-03922,2019-02-19,PROV-105,Secretaría D,5815.0
OC-03923,2019-02-19,PROV-105,Secretaría D,5815.0
OC-03924,2019-02-19,PROV-105,Secretaría D,5815.0
OC-03925,2019-02-19,PROV-105,Secretaría D,5815.0
OC-03926,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03927,2019-02-19,PROV-084,Secretaría F,14854.0
OC-03928,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03929,2019-02-19,PROV-065,Secretaría C,46380.0
OC-03930,2019-02-19,PROV-034,Secretaría A,1105.0
OC-03931,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03932,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03933,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03934,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03935,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03936,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03937,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03938,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03939,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03940,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03941,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03942,2019-02-19,PROV-034,Secretaría A,1005.0
OC-03943,2019-02-19,PROV-020,Secretaría A,943.45
OC-03944,2019-02-19,PROV-020,Secretaría A,2034.3
OC-03945,2019-02-19,PROV-020,Secretaría A,2034.3
OC-03946,2019-02-19,PROV-141,Secretaría A,597.62
OC-03947,2019-02-19,PROV-034,Secretaría A,1105.0
OC-03948,2019-02-19,PROV-090,Secretaría C,68390.0
OC-03949,2019-02-19,PROV-090,Secretaría C,68390.0
OC-03950,2019-02-19,PROV-211,Secretaría E,12000.0
OC-03951,2019-02-19,PROV-065,Secretaría C,46380.0
OC-03952,2019-02-19,PROV-065,Secretaría C,46380.0
OC-03953,2019-02-19,PROV-065,Secretaría C,46380.0
OC-03954,2019-02-19,PROV-065,Secretaría C,46380.0
OC-03955,2019-02-19,PROV-065,Secretaría C,46380.0
OC-03956,2019-02-19,PROV-065,Secretaría C,46380.0
OC-03957,2019-02-19,PROV-065,Secretaría C,46380.0
OC-03958,2019-02-19,PROV-065,Secretaría C,46380.0
OC-03959,2019-02-19,PROV-065,Secretaría C,46380.0
OC-03960,2019-02-19,PROV-045,Secretaría C,5645.33
OC-03961,2019-02-19,PROV-045,Secretaría C,5645.33
OC-03962,2019-02-19,PROV-045,Secretaría C,5645.33
OC-03963,2019-02-19,PROV-045,Secretaría C,5645.33
OC-03964,2019-02-19,PROV-045,Secretaría C,5645.33
OC-03965,2019-02-19,PROV-045,Secretaría C,5645.33
OC-03966,2019-02-19,PROV-045,Secretaría C,5645.33
OC-03967,2019-02-19,PROV-045,Secretaría C,5645.33
OC-03968,2019-02-19,PROV-045,Secretaría C,5645.33
OC-03969,2019-02-19,PROV-045,Secretaría C,5645.33
OC-03970,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03971,2019-02-19,PROV-034,Secretaría A,5545.0
OC-03972,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03973,2019-02-19,PROV-010,Secretaría A,33360.0
OC-03974,2019-02-19,PROV-010,Secretaría F,16680.0
OC-03975,2019-02-19,PROV-010,Secretaría A,125100.0
OC-03976,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03977,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03978,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03979,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03980,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03981,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03982,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03983,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03984,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03985,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03986,2019-02-19,PROV-022,Secretaría C,127998.24
OC-03987,2019-02-19,PROV-100,Secretaría C,7600.0
OC-03988,2019-02-19,PROV-169,Secretaría C,900.0
OC-03989,2019-02-19,PROV-169,Secretaría G,2700.0
OC-03990,2019-02-19,PROV-169,Secretaría F,25200.0
OC-03991,2019-02-19,PROV-010,Secretaría D,14595.0
OC-03992,2019-02-19,PROV-010,Secretaría D,12510.0
OC-03993,2019-02-19,PROV-010,Secretaría A,75060.0
OC-03994,2019-02-19,PROV-083,Secretaría C,8984.58
OC-03995,2019-02-19,PROV-320,Secretaría D,740.0
OC-03996,2019-02-19,PROV-265,Secretaría B,5214.0
OC-03997,2019-02-19,PROV-061,Secretaría B,101400.0
OC-03998,2019-02-19,PROV-466,Secretaría A,3375.0
OC-03999,2019-02-19,PROV-056,Secretaría A,25397.4
OC-04000,2019-02-19,PROV-056,Secretaría A,25397.4
OC-04001,2019-02-19,PROV-169,Secretaría C,3600.0
OC-04002,2019-02-19,PROV-169,Secretaría C,10500.0
OC-04003,2019-02-19,PROV-169,Secretaría C,4500.0
OC-04004,2019-02-19,PROV-169,Secretaría C,3450.0
OC-04005,2019-02-19,PROV-010,Secretaría B,8340.0
OC-04006,2019-02-19,PROV-010,Secretaría F,208500.0
OC-04007,2019-02-19,PROV-010,Secretaría F,16680.0
OC-04008,2019-02-19,PROV-010,Secretaría I,16680.0
OC-04009,2019-02-19,PROV-010,Secretaría A,158460.0
OC-04010,2019-02-19,PROV-010,Secretaría D,20850.0
OC-04011,2019-02-19,PROV-010,Secretaría A,37530.0
OC-04012,2019-02-19,PROV-169,Secretaría C,3450.0
OC-04013,2019-02-19,PROV-169,Secretaría C,10950.0
OC-04014,2019-02-19,PROV-010,Secretaría A,166800.0
OC-04015,2019-02-19,PROV-012,Secretaría C,12526.5
OC-04016,2019-02-19,PROV-010,Secretaría D,5968.5
OC-04017,2019-02-19,PROV-010,Secretaría D,5968.5
OC-04018,2019-02-19,PROV-010,Secretaría A,5968.5
OC-04019,2019-02-19,PROV-010,Secretaría A,55706.0
OC-04020,2019-02-19,PROV-010,Secretaría D,3979.0
OC-04021,2019-02-19,PROV-010,Secretaría D,6366.4
OC-04022,2019-02-19,PROV-010,Secretaría H,7958.0
OC-04023,2019-02-19,PROV-010,Secretaría B,9947.5
OC-04024,2019-02-19,PROV-141,Secretaría A,4119.97
OC-04025,2019-02-19,PROV-141,Secretaría A,4119.97
OC-04026,2019-02-19,PROV-141,Secretaría A,4119.97
OC-04027,2019-02-19,PROV-141,Secretaría A,4119.97
OC-04028,2019-02-19,PROV-141,Secretaría A,4119.97
OC-04029,2019-02-19,PROV-141,Secretaría A,4119.97
OC-04030,2019-02-19,PROV-141,Secretaría A,4119.97
OC-04031,2019-02-19,PROV-012,Secretaría B,3579.0
OC-04032,2019-02-19,PROV-083,Secretaría C,8984.58
OC-04033,2019-02-19,PROV-010,Secretaría D,3979.0
OC-04034,2019-02-19,PROV-010,Secretaría A,7958.0
OC-04035,2019-02-19,PROV-141,Secretaría A,4119.97
OC-04036,2019-02-19,PROV-010,Secretaría I,19895.0
OC-04037,2019-02-19,PROV-012,Secretaría I,35790.0
OC-04038,2019-02-19,PROV-012,Secretaría A,178950.0
OC-04039,2019-02-19,PROV-010,Secretaría A,15916.0
OC-04040,2019-02-19,PROV-012,Secretaría A,71580.0
OC-04041,2019-02-19,PROV-012,Secretaría A,171792.0
OC-04042,2019-02-19,PROV-012,Secretaría A,107370.0
OC-04043,2019-02-19,PROV-012,Secretaría D,3579.0
OC-04044,2019-02-19,PROV-012,Secretaría D,4294.8
OC-04045,2019-02-19,PROV-012,Secretaría B,3579.0
OC-04046,2019-02-19,PROV-012,Secretaría A,64422.0
OC-04047,2019-02-19,PROV-260,Secretaría E,81200.0
OC-04048,2019-02-19,PROV-588,Secretaría E,6000.0
OC-04049,2019-02-19,PROV-602,Secretaría E,4000.0
OC-04050,2019-02-19,PROV-010,Secretaría C,2387.4
OC-04051,2019-02-19,PROV-010,Secretaría B,9947.5
OC-04052,2019-02-19,PROV-010,Secretaría F,79580.0
OC-04053,2019-02-19,PROV-010,Secretaría F,99475.0
OC-04054,2019-02-19,PROV-012,Secretaría A,107370.0
OC-04055,2019-02-19,PROV-010,Secretaría B,25863.5
OC-04056,2019-02-20,PROV-211,Secretaría C,12000.0
OC-04057,2019-02-20,PROV-046,Secretaría C,1927.05
OC-04058,2019-02-20,PROV-046,Secretaría C,1927.05
OC-04059,2019-02-20,PROV-046,Secretaría C,1927.05
OC-04060,2019-02-20,PROV-046,Secretaría C,1927.05
OC-04061,2019-02-20,PROV-046,Secretaría C,1927.05
OC-04062,2019-02-20,PROV-046,Secretaría C,1927.05
OC-04063,2019-02-20,PROV-139,Secretaría C,387.5
OC-04064,2019-02-20,PROV-046,Secretaría C,1927.05
OC-04065,2019-02-20,PROV-046,Secretaría C,1927.05
OC-04066,2019-02-20,PROV-046,Secretaría C,1927.05
OC-04067,2019-02-20,PROV-139,Secretaría D,1323.0
OC-04068,2019-02-20,PROV-021,Secretaría G,27000.0
OC-04069,2019-02-20,PROV-479,Secretaría E,3440.0
OC-04070,2019-02-20,PROV-211,Secretaría E,11200.0
OC-04071,2019-02-20,PROV-171,Secretaría B,150000.0
OC-04072,2019-02-20,PROV-173,Secretaría B,150000.0
OC-04073,2019-02-20,PROV-029,Secretaría B,70342.14
OC-04074,2019-02-20,PROV-139,Secretaría D,1323.0
OC-04075,2019-02-20,PROV-032,Secretaría D,693.42
OC-04076,2019-02-20,PROV-032,Secretaría D,693.42
OC-04077,2019-02-20,PROV-139,Secretaría C,387.5
OC-04078,2019-02-20,PROV-046,Secretaría D,1734.1
OC-04079,2019-02-20,PROV-046,Secretaría C,1927.05
OC-04080,2019-02-20,PROV-139,Secretaría C,387.5
OC-04081,2019-02-20,PROV-003,Secretaría C,8946.61
OC-04082,2019-02-20,PROV-020,Secretaría F,2584.74
OC-04083,2019-02-20,PROV-046,Secretaría D,1734.1
OC-04084,2019-02-20,PROV-600,Secretaría A,4350.0
OC-04085,2019-02-20,PROV-195,Secretaría C,2899.0
OC-04086,2019-02-20,PROV-010,Secretaría G,11937.0
OC-04087,2019-02-20,PROV-234,Secretaría B,101200.0
OC-04088,2019-02-20,PROV-020,Secretaría A,654.0
OC-04089,2019-02-20,PROV-020,Secretaría A,654.0
OC-04090,2019-02-20,PROV-020,Secretaría A,654.0
OC-04091,2019-02-20,PROV-080,Secretaría C,247.8
OC-04092,2019-02-20,PROV-032,Secretaría C,503.92
OC-04093,2019-02-20,PROV-032,Secretaría C,503.92
OC-04094,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04095,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04096,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04097,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04098,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04099,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04100,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04101,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04102,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04103,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04104,2019-02-20,PROV-018,Secretaría C,10898.03
OC-04105,2019-02-20,PROV-020,Secretaría F,2584.74
OC-04106,2019-02-20,PROV-020,Secretaría F,2584.74
OC-04107,2019-02-20,PROV-020,Secretaría F,2584.74
OC-04108,2019-02-20,PROV-430,Secretaría E,24200.0
OC-04109,2019-02-20,PROV-046,Secretaría D,1734.1
OC-04110,2019-02-20,PROV-211,Secretaría E,2400.0
OC-04111,2019-02-20,PROV-046,Secretaría D,1734.1
OC-04112,2019-02-20,PROV-020,Secretaría A,1619.95
OC-04113,2019-02-20,PROV-020,Secretaría A,1619.95
OC-04114,2019-02-20,PROV-272,Secretaría A,1200.0
OC-04115,2019-02-20,PROV-272,Secretaría A,6829.92
OC-04116,2019-02-20,PROV-272,Secretaría A,690.0
OC-04117,2019-02-20,PROV-272,Secretaría A,690.0
OC-04118,2019-02-20,PROV-272,Secretaría A,1000.0
OC-04119,2019-02-20,PROV-272,Secretaría A,1000.0
OC-04120,2019-02-20,PROV-017,Secretaría B,15173.0
OC-04121,2019-02-20,PROV-017,Secretaría B,15173.0
OC-04122,2019-02-20,PROV-017,Secretaría B,15173.0
OC-04123,2019-02-20,PROV-020,Secretaría A,1619.95
OC-04124,2019-02-20,PROV-017,Secretaría B,15173.0
OC-04125,2019-02-20,PROV-017,Secretaría B,15173.0
OC-04126,2019-02-20,PROV-017,Secretaría B,15173.0
OC-04127,2019-02-20,PROV-020,Secretaría A,635.0
OC-04128,2019-02-20,PROV-141,Secretaría A,866.93
OC-04129,2019-02-20,PROV-024,Secretaría B,80023.0
OC-04130,2019-02-20,PROV-024,Secretaría B,80023.0
OC-04131,2019-02-20,PROV-024,Secretaría B,80023.0
OC-04132,2019-02-20,PROV-489,Secretaría B,5670.0
OC-04133,2019-02-20,PROV-489,Secretaría B,5670.0
OC-04134,2019-02-20,PROV-068,Secretaría B,131000.0
OC-04135,2019-02-20,PROV-046,Secretaría D,1734.1
OC-04136,2019-02-20,PROV-017,Secretaría B,15173.0
OC-04137,2019-02-20,PROV-020,Secretaría A,734.0
OC-04138,2019-02-20,PROV-068,Secretaría B,131000.0
OC-04139,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04140,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04141,2019-02-20,PROV-046,Secretaría D,1734.1
OC-04142,2019-02-20,PROV-080,Secretaría B,922.8
OC-04143,2019-02-20,PROV-272,Secretaría I,690.0
OC-04144,2019-02-20,PROV-027,Secretaría I,1050.0
OC-04145,2019-02-20,PROV-030,Secretaría A,1180.0
OC-04146,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04147,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04148,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04149,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04150,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04151,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04152,2019-02-20,PROV-046,Secretaría D,1734.1
OC-04153,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04154,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04155,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04156,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04157,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04158,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04159,2019-02-20,PROV-046,Secretaría D,1734.1
OC-04160,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04161,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04162,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04163,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04164,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04165,2019-02-20,PROV-083,Secretaría C,11123.27
OC-04166,2019-02-21,PROV-149,Secretaría F,6100.0
OC-04167,2019-02-21,PROV-074,Secretaría A,670.0
OC-04168,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04169,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04170,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04171,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04172,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04173,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04174,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04175,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04176,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04177,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04178,2019-02-21,PROV-074,Secretaría A,840.0
OC-04179,2019-02-21,PROV-020,Secretaría A,2790.0
OC-04180,2019-02-21,PROV-011,Secretaría B,709.0
OC-04181,2019-02-21,PROV-011,Secretaría B,709.0
OC-04182,2019-02-21,PROV-011,Secretaría B,709.0
OC-04183,2019-02-21,PROV-011,Secretaría B,709.0
OC-04184,2019-02-21,PROV-020,Secretaría A,686.14
OC-04185,2019-02-21,PROV-011,Secretaría B,2295.0
OC-04186,2019-02-21,PROV-398,Secretaría C,2967.5
OC-04187,2019-02-21,PROV-011,Secretaría B,2295.0
OC-04188,2019-02-21,PROV-034,Secretaría A,4120.0
OC-04189,2019-02-21,PROV-011,Secretaría B,709.0
OC-04190,2019-02-21,PROV-046,Secretaría A,2509.68
OC-04191,2019-02-21,PROV-398,Secretaría C,2967.5
OC-04192,2019-02-21,PROV-011,Secretaría B,2295.0
OC-04193,2019-02-21,PROV-055,Secretaría H,1780.0
OC-04194,2019-02-21,PROV-134,Secretaría B,115000.0
OC-04195,2019-02-21,PROV-179,Secretaría B,105000.0
OC-04196,2019-02-21,PROV-320,Secretaría D,1440.0
OC-04197,2019-02-21,PROV-080,Secretaría A,783.3
OC-04198,2019-02-21,PROV-139,Secretaría A,560.0
OC-04199,2019-02-21,PROV-077,Secretaría A,255.0
OC-04200,2019-02-21,PROV-046,Secretaría A,2509.68
OC-04201,2019-02-21,PROV-046,Secretaría A,2509.68
OC-04202,2019-02-21,PROV-046,Secretaría A,2509.68
OC-04203,2019-02-21,PROV-046,Secretaría A,2509.68
OC-04204,2019-02-21,PROV-046,Secretaría A,2509.68
OC-04205,2019-02-21,PROV-046,Secretaría A,2509.68
OC-04206,2019-02-21,PROV-040,Secretaría E,33500.0
OC-04207,2019-02-21,PROV-088,Secretaría E,4800.0
OC-04208,2019-02-21,PROV-066,Secretaría A,2822.0
OC-04209,2019-02-21,PROV-100,Secretaría A,1582.0
OC-04210,2019-02-21,PROV-100,Secretaría A,1582.0
OC-04211,2019-02-21,PROV-413,Secretaría A,6599.0
OC-04212,2019-02-21,PROV-413,Secretaría A,6599.0
OC-04213,2019-02-21,PROV-413,Secretaría A,6599.0
OC-04214,2019-02-21,PROV-398,Secretaría C,2967.5
OC-04215,2019-02-21,PROV-398,Secretaría C,2967.5
OC-04216,2019-02-21,PROV-011,Secretaría B,2295.0
OC-04217,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04218,2019-02-21,PROV-020,Secretaría A,2174.0
OC-04219,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04220,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04221,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04222,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04223,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04224,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04225,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04226,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04227,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04228,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04229,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04230,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04231,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04232,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04233,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04234,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04235,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04236,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04237,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04238,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04239,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04240,2019-02-21,PROV-082,Secretaría C,36430.0
OC-04241,2019-02-21,PROV-077,Secretaría A,240.0
OC-04242,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04243,2019-02-21,PROV-011,Secretaría B,2295.0
OC-04244,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04245,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04246,2019-02-21,PROV-020,Secretaría A,1935.0
OC-04247,2019-02-21,PROV-020,Secretaría A,3113.7
OC-04248,2019-02-21,PROV-020,Secretaría A,3113.7
OC-04249,2019-02-21,PROV-020,Secretaría A,3113.7
OC-04250,2019-02-21,PROV-020,Secretaría A,5200.83
OC-04251,2019-02-21,PROV-020,Secretaría A,5200.83
OC-04252,2019-02-21,PROV-020,Secretaría A,5200.83
OC-04253,2019-02-21,PROV-020,Secretaría A,5200.83
OC-04254,2019-02-21,PROV-020,Secretaría A,5200.83
OC-04255,2019-02-21,PROV-020,Secretaría A,1557.83
OC-04256,2019-02-21,PROV-020,Secretaría A,1557.83
OC-04257,2019-02-21,PROV-020,Secretaría A,1557.83
OC-04258,2019-02-21,PROV-020,Secretaría A,3125.0
OC-04259,2019-02-21,PROV-034,Secretaría A,2100.0
OC-04260,2019-02-21,PROV-020,Secretaría A,2655.56
OC-04261,2019-02-21,PROV-020,Secretaría A,2655.56
OC-04262,2019-02-21,PROV-141,Secretaría A,2448.0
OC-04263,2019-02-21,PROV-141,Secretaría A,2448.0
OC-04264,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04265,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04266,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04267,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04268,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04269,2019-02-21,PROV-033,Secretaría D,25662.0
OC-04270,2019-02-21,PROV-371,Secretaría A,388.38
OC-04271,2019-02-21,PROV-139,Secretaría G,139.0
OC-04272,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04273,2019-02-21,PROV-032,Secretaría C,1872.75
OC-04274,2019-02-21,PROV-032,Secretaría C,1872.75
OC-04275,2019-02-21,PROV-032,Secretaría C,1872.75
OC-04276,2019-02-21,PROV-139,Secretaría C,388.0
OC-04277,2019-02-21,PROV-032,Secretaría C,381.34
OC-04278,2019-02-21,PROV-032,Secretaría C,381.34
OC-04279,2019-02-21,PROV-032,Secretaría C,381.34
OC-04280,2019-02-21,PROV-414,Secretaría C,2080.0
OC-04281,2019-02-21,PROV-139,Secretaría B,1206.0
OC-04282,2019-02-21,PROV-139,Secretaría B,1206.0
OC-04283,2019-02-21,PROV-046,Secretaría C,2840.95
OC-04284,2019-02-21,PROV-139,Secretaría B,1206.0
OC-04285,2019-02-21,PROV-077,Secretaría B,1110.0
OC-04286,2019-02-21,PROV-080,Secretaría B,401.7
OC-04287,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04288,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04289,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04290,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04291,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04292,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04293,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04294,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04295,2019-02-21,PROV-139,Secretaría B,1206.0
OC-04296,2019-02-21,PROV-046,Secretaría C,2840.95
OC-04297,2019-02-21,PROV-046,Secretaría C,2840.95
OC-04298,2019-02-21,PROV-046,Secretaría C,2840.95
OC-04299,2019-02-21,PROV-032,Secretaría D,324.36
OC-04300,2019-02-21,PROV-032,Secretaría D,324.36
OC-04301,2019-02-21,PROV-371,Secretaría D,584.54
OC-04302,2019-02-21,PROV-371,Secretaría D,584.54
OC-04303,2019-02-21,PROV-371,Secretaría D,584.54
OC-04304,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04305,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04306,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04307,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04308,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04309,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04310,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04311,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04312,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04313,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04314,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04315,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04316,2019-02-21,PROV-046,Secretaría D,2288.64
OC-04317,2019-02-21,PROV-139,Secretaría D,990.0
OC-04318,2019-02-21,PROV-139,Secretaría D,990.0
OC-04319,2019-02-21,PROV-139,Secretaría D,990.0
OC-04320,2019-02-21,PROV-077,Secretaría D,350.0
OC-04321,2019-02-21,PROV-046,Secretaría C,2840.95
OC-04322,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04323,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04324,2019-02-21,PROV-077,Secretaría B,1110.0
OC-04325,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04326,2019-02-21,PROV-139,Secretaría C,214.0
OC-04327,2019-02-21,PROV-371,Secretaría C,731.44
OC-04328,2019-02-21,PROV-371,Secretaría C,731.44
OC-04329,2019-02-21,PROV-036,Secretaría B,134520.0
OC-04330,2019-02-21,PROV-071,Secretaría B,134050.0
OC-04331,2019-02-21,PROV-180,Secretaría B,105000.0
OC-04332,2019-02-21,PROV-139,Secretaría A,220.0
OC-04333,2019-02-21,PROV-117,Secretaría B,127500.0
OC-04334,2019-02-21,PROV-080,Secretaría A,392.84
OC-04335,2019-02-21,PROV-046,Secretaría B,4674.2
OC-04336,2019-02-21,PROV-032,Secretaría A,936.95
OC-04337,2019-02-21,PROV-032,Secretaría A,936.95
OC-04338,2019-02-21,PROV-032,Secretaría A,936.95
OC-04339,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04340,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04341,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04342,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04343,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04344,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04345,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04346,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04347,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04348,2019-02-21,PROV-046,Secretaría A,1988.4
OC-04349,2019-02-21,PROV-139,Secretaría C,214.0
OC-04350,2019-02-21,PROV-032,Secretaría C,849.26
OC-04351,2019-02-21,PROV-080,Secretaría A,392.84
