ORDEN_ID,FECHA,PROVEEDOR_COD,SECRETARIA_COD,IMPORTE
OC-00001,2019-01-04,PROV-398,Secretaría B,753.42
OC-00002,2019-01-04,PROV-020,Secretaría A,2821.57
OC-00003,2019-01-04,PROV-020,Secretaría A,827.0
OC-00004,2019-01-04,PROV-020,Secretaría A,827.0
OC-00005,2019-01-04,PROV-212,Secretaría A,41625.0
OC-00006,2019-01-04,PROV-148,Secretaría A,23716.0
OC-00007,2019-01-04,PROV-168,Secretaría A,4950.0
OC-00008,2019-01-04,PROV-055,Secretaría G,1450.0
OC-00009,2019-01-04,PROV-071,Secretaría B,104981.0
OC-00010,2019-01-04,PROV-312,Secretaría G,68000.0
OC-00011,2019-01-04,PROV-375,Secretaría G,68000.0
OC-00012,2019-01-04,PROV-222,Secretaría B,16785.0
OC-00013,2019-01-04,PROV-226,Secretaría B,76800.0
OC-00014,2019-01-04,PROV-087,Secretaría B,4380.0
OC-00015,2019-01-04,PROV-087,Secretaría B,4380.0
OC-00016,2019-01-04,PROV-087,Secretaría B,4380.0
OC-00017,2019-01-04,PROV-087,Secretaría B,4380.0
OC-00018,2019-01-04,PROV-265,Secretaría B,4900.5
OC-00019,2019-01-04,PROV-020,Secretaría A,2821.57
OC-00020,2019-01-04,PROV-074,Secretaría A,2900.0
OC-00021,2019-01-04,PROV-326,Secretaría B,20550.0
OC-00022,2019-01-04,PROV-020,Secretaría A,3736.73
OC-00023,2019-01-04,PROV-398,Secretaría B,753.42
OC-00024,2019-01-04,PROV-398,Secretaría B,753.42
OC-00025,2019-01-04,PROV-398,Secretaría B,753.42
OC-00026,2019-01-04,PROV-398,Secretaría B,753.42
OC-00027,2019-01-04,PROV-398,Secretaría B,753.42
OC-00028,2019-01-04,PROV-020,Secretaría A,3736.73
OC-00029,2019-01-04,PROV-398,Secretaría B,753.42
OC-00030,2019-01-04,PROV-398,Secretaría B,753.42
OC-00031,2019-01-04,PROV-100,Secretaría A,1100.0
OC-00032,2019-01-04,PROV-398,Secretaría B,753.42
OC-00033,2019-01-04,PROV-070,Secretaría A,1496.0
OC-00034,2019-01-04,PROV-020,Secretaría A,3736.73
OC-00035,2019-01-04,PROV-020,Secretaría A,3736.73
OC-00036,2019-01-04,PROV-020,Secretaría A,3736.73
OC-00037,2019-01-04,PROV-020,Secretaría A,3736.73
OC-00038,2019-01-04,PROV-020,Secretaría A,3736.73
OC-00039,2019-01-04,PROV-020,Secretaría A,3736.73
OC-00040,2019-01-04,PROV-020,Secretaría A,3736.73
OC-00041,2019-01-04,PROV-070,Secretaría A,1496.0
OC-00042,2019-01-07,PROV-066,Secretaría A,48847.0
OC-00043,2019-01-07,PROV-066,Secretaría A,48847.0
OC-00044,2019-01-07,PROV-066,Secretaría A,48847.0
OC-00045,2019-01-07,PROV-020,Secretaría A,785.0
OC-00046,2019-01-07,PROV-066,Secretaría A,48847.0
OC-00047,2019-01-07,PROV-066,Secretaría A,48847.0
OC-00048,2019-01-07,PROV-066,Secretaría A,48847.0
OC-00049,2019-01-07,PROV-020,Secretaría A,5585.0
OC-00050,2019-01-07,PROV-020,Secretaría A,2169.36
OC-00051,2019-01-07,PROV-020,Secretaría A,5585.0
OC-00052,2019-01-07,PROV-020,Secretaría A,1163.91
OC-00053,2019-01-07,PROV-020,Secretaría A,1163.91
OC-00054,2019-01-07,PROV-020,Secretaría A,1163.91
OC-00055,2019-01-07,PROV-020,Secretaría A,1475.0
OC-00056,2019-01-07,PROV-020,Secretaría A,2169.36
OC-00057,2019-01-07,PROV-020,Secretaría A,2169.36
OC-00058,2019-01-07,PROV-020,Secretaría A,785.0
OC-00059,2019-01-07,PROV-020,Secretaría A,5585.0
OC-00060,2019-01-07,PROV-020,Secretaría A,785.0
OC-00061,2019-01-07,PROV-100,Secretaría C,6508.0
OC-00062,2019-01-07,PROV-147,Secretaría B,12480.0
OC-00063,2019-01-07,PROV-055,Secretaría I,5900.0
OC-00064,2019-01-07,PROV-033,Secretaría C,35094.0
OC-00065,2019-01-07,PROV-033,Secretaría C,35094.0
OC-00066,2019-01-07,PROV-033,Secretaría C,35094.0
OC-00067,2019-01-07,PROV-033,Secretaría C,35094.0
OC-00068,2019-01-07,PROV-033,Secretaría C,35094.0
OC-00069,2019-01-07,PROV-100,Secretaría C,6508.0
OC-00070,2019-01-07,PROV-100,Secretaría C,6508.0
OC-00071,2019-01-07,PROV-100,Secretaría C,6508.0
OC-00072,2019-01-07,PROV-100,Secretaría C,6508.0
OC-00073,2019-01-07,PROV-100,Secretaría C,6508.0
OC-00074,2019-01-07,PROV-100,Secretaría C,6508.0
OC-00075,2019-01-07,PROV-100,Secretaría C,6508.0
OC-00076,2019-01-07,PROV-057,Secretaría A,7200.0
OC-00077,2019-01-07,PROV-057,Secretaría A,7200.0
OC-00078,2019-01-07,PROV-057,Secretaría A,7200.0
OC-00079,2019-01-07,PROV-050,Secretaría B,1346.0
OC-00080,2019-01-07,PROV-020,Secretaría A,785.0
OC-00081,2019-01-07,PROV-045,Secretaría A,6507.89
OC-00082,2019-01-07,PROV-020,Secretaría A,1475.0
OC-00083,2019-01-07,PROV-034,Secretaría A,2915.0
OC-00084,2019-01-07,PROV-020,Secretaría A,2846.78
OC-00085,2019-01-07,PROV-020,Secretaría A,2846.78
OC-00086,2019-01-07,PROV-020,Secretaría A,7196.06
OC-00087,2019-01-07,PROV-020,Secretaría A,7196.06
OC-00088,2019-01-07,PROV-020,Secretaría A,7196.06
OC-00089,2019-01-07,PROV-020,Secretaría A,7196.06
OC-00090,2019-01-07,PROV-020,Secretaría A,7196.06
OC-00091,2019-01-07,PROV-020,Secretaría A,2652.45
OC-00092,2019-01-07,PROV-020,Secretaría A,2652.45
OC-00093,2019-01-07,PROV-020,Secretaría A,2652.45
OC-00094,2019-01-07,PROV-088,Secretaría B,11450.0
OC-00095,2019-01-07,PROV-084,Secretaría B,10640.0
OC-00096,2019-01-07,PROV-175,Secretaría B,4485.0
OC-00097,2019-01-07,PROV-175,Secretaría B,4485.0
OC-00098,2019-01-07,PROV-175,Secretaría B,4485.0
OC-00099,2019-01-07,PROV-175,Secretaría B,4485.0
OC-00100,2019-01-07,PROV-034,Secretaría A,2915.0
OC-00101,2019-01-07,PROV-020,Secretaría A,4092.0
OC-00102,2019-01-07,PROV-020,Secretaría A,4092.0
OC-00103,2019-01-07,PROV-020,Secretaría A,2846.78
OC-00104,2019-01-07,PROV-020,Secretaría A,1762.0
OC-00105,2019-01-07,PROV-034,Secretaría A,2915.0
OC-00106,2019-01-07,PROV-034,Secretaría A,2385.0
OC-00107,2019-01-07,PROV-034,Secretaría A,2385.0
OC-00108,2019-01-07,PROV-034,Secretaría A,4110.0
OC-00109,2019-01-07,PROV-020,Secretaría A,1860.0
OC-00110,2019-01-07,PROV-034,Secretaría A,4110.0
OC-00111,2019-01-07,PROV-034,Secretaría A,4110.0
OC-00112,2019-01-07,PROV-034,Secretaría A,4110.0
OC-00113,2019-01-07,PROV-034,Secretaría A,4110.0
OC-00114,2019-01-07,PROV-034,Secretaría A,4110.0
OC-00115,2019-01-07,PROV-034,Secretaría A,5595.0
OC-00116,2019-01-07,PROV-034,Secretaría A,5595.0
OC-00117,2019-01-07,PROV-034,Secretaría A,500.0
OC-00118,2019-01-07,PROV-034,Secretaría A,500.0
OC-00119,2019-01-07,PROV-020,Secretaría A,1762.0
OC-00120,2019-01-07,PROV-020,Secretaría A,1762.0
OC-00121,2019-01-07,PROV-020,Secretaría A,1762.0
OC-00122,2019-01-07,PROV-034,Secretaría A,5595.0
OC-00123,2019-01-08,PROV-017,Secretaría B,3418.83
OC-00124,2019-01-08,PROV-017,Secretaría B,3418.83
OC-00125,2019-01-08,PROV-021,Secretaría H,2075.0
OC-00126,2019-01-08,PROV-070,Secretaría D,3171.0
OC-00127,2019-01-08,PROV-021,Secretaría H,2075.0
OC-00128,2019-01-08,PROV-021,Secretaría H,2075.0
OC-00129,2019-01-08,PROV-017,Secretaría B,3418.83
OC-00130,2019-01-08,PROV-279,Secretaría B,5000.0
OC-00131,2019-01-08,PROV-021,Secretaría H,2075.0
OC-00132,2019-01-08,PROV-017,Secretaría B,3418.83
OC-00133,2019-01-08,PROV-034,Secretaría A,1100.0
OC-00134,2019-01-08,PROV-034,Secretaría A,950.0
OC-00135,2019-01-08,PROV-034,Secretaría A,950.0
OC-00136,2019-01-08,PROV-034,Secretaría A,950.0
OC-00137,2019-01-08,PROV-034,Secretaría A,1100.0
OC-00138,2019-01-08,PROV-034,Secretaría A,1100.0
OC-00139,2019-01-08,PROV-034,Secretaría A,1100.0
OC-00140,2019-01-08,PROV-034,Secretaría A,755.0
OC-00141,2019-01-08,PROV-034,Secretaría A,755.0
OC-00142,2019-01-08,PROV-084,Secretaría H,360.0
OC-00143,2019-01-08,PROV-034,Secretaría A,950.0
OC-00144,2019-01-09,PROV-055,Secretaría C,1800.0
OC-00145,2019-01-09,PROV-055,Secretaría C,1800.0
OC-00146,2019-01-09,PROV-003,Secretaría A,13771.92
OC-00147,2019-01-09,PROV-059,Secretaría A,5400.0
OC-00148,2019-01-09,PROV-017,Secretaría F,2575.4
OC-00149,2019-01-09,PROV-017,Secretaría F,2575.4
OC-00150,2019-01-09,PROV-017,Secretaría F,2575.4
OC-00151,2019-01-09,PROV-017,Secretaría F,2575.4
OC-00152,2019-01-09,PROV-017,Secretaría F,2575.4
OC-00153,2019-01-09,PROV-201,Secretaría G,26056.22
OC-00154,2019-01-09,PROV-059,Secretaría A,3050.0
OC-00155,2019-01-09,PROV-342,Secretaría F,1800.0
OC-00156,2019-01-09,PROV-055,Secretaría C,1460.0
OC-00157,2019-01-09,PROV-017,Secretaría F,2575.4
OC-00158,2019-01-09,PROV-383,Secretaría A,1100.0
OC-00159,2019-01-09,PROV-141,Secretaría A,2475.75
OC-00160,2019-01-09,PROV-074,Secretaría A,1274.0
OC-00161,2019-01-09,PROV-055,Secretaría C,1460.0
OC-00162,2019-01-09,PROV-141,Secretaría A,666.33
OC-00163,2019-01-09,PROV-141,Secretaría A,666.33
OC-00164,2019-01-09,PROV-141,Secretaría A,666.33
OC-00165,2019-01-09,PROV-141,Secretaría A,666.33
OC-00166,2019-01-09,PROV-141,Secretaría A,666.33
OC-00167,2019-01-09,PROV-383,Secretaría D,810.0
OC-00168,2019-01-09,PROV-141,Secretaría A,666.33
OC-00169,2019-01-09,PROV-515,Secretaría B,19500.0
OC-00170,2019-01-09,PROV-141,Secretaría A,3159.05
OC-00171,2019-01-09,PROV-141,Secretaría A,2475.75
OC-00172,2019-01-09,PROV-141,Secretaría A,2475.75
OC-00173,2019-01-09,PROV-074,Secretaría A,585.0
OC-00174,2019-01-09,PROV-074,Secretaría A,585.0
OC-00175,2019-01-09,PROV-141,Secretaría A,666.33
OC-00176,2019-01-09,PROV-257,Secretaría E,43500.0
OC-00177,2019-01-09,PROV-036,Secretaría B,133650.0
OC-00178,2019-01-09,PROV-059,Secretaría H,490.0
OC-00179,2019-01-09,PROV-066,Secretaría A,88379.0
OC-00180,2019-01-09,PROV-066,Secretaría A,88379.0
OC-00181,2019-01-09,PROV-066,Secretaría A,88379.0
OC-00182,2019-01-09,PROV-066,Secretaría A,88379.0
OC-00183,2019-01-09,PROV-030,Secretaría A,3548.0
OC-00184,2019-01-09,PROV-030,Secretaría A,3548.0
OC-00185,2019-01-09,PROV-066,Secretaría A,88379.0
OC-00186,2019-01-09,PROV-465,Secretaría B,21360.0
OC-00187,2019-01-09,PROV-279,Secretaría B,10000.0
OC-00188,2019-01-09,PROV-360,Secretaría B,10000.0
OC-00189,2019-01-09,PROV-360,Secretaría B,5000.0
OC-00190,2019-01-09,PROV-255,Secretaría B,5000.0
OC-00191,2019-01-09,PROV-255,Secretaría B,10500.0
OC-00192,2019-01-09,PROV-055,Secretaría H,490.0
OC-00193,2019-01-09,PROV-434,Secretaría B,10020.0
OC-00194,2019-01-09,PROV-066,Secretaría A,88379.0
OC-00195,2019-01-09,PROV-163,Secretaría B,5100.0
OC-00196,2019-01-09,PROV-059,Secretaría C,2885.0
OC-00197,2019-01-09,PROV-361,Secretaría F,3400.0
OC-00198,2019-01-09,PROV-193,Secretaría E,4350.0
OC-00199,2019-01-09,PROV-059,Secretaría D,1790.0
OC-00200,2019-01-09,PROV-059,Secretaría C,2885.0
OC-00201,2019-01-09,PROV-059,Secretaría C,1790.0
OC-00202,2019-01-09,PROV-066,Secretaría A,88379.0
OC-00203,2019-01-09,PROV-059,Secretaría B,15120.0
OC-00204,2019-01-09,PROV-040,Secretaría E,7381.0
OC-00205,2019-01-09,PROV-059,Secretaría H,895.0
OC-00206,2019-01-09,PROV-059,Secretaría A,3580.0
OC-00207,2019-01-09,PROV-398,Secretaría C,975.0
OC-00208,2019-01-09,PROV-398,Secretaría C,975.0
OC-00209,2019-01-09,PROV-059,Secretaría G,12930.0
OC-00210,2019-01-09,PROV-059,Secretaría G,12930.0
OC-00211,2019-01-09,PROV-059,Secretaría B,15120.0
OC-00212,2019-01-10,PROV-020,Secretaría F,2472.04
OC-00213,2019-01-10,PROV-020,Secretaría F,2472.04
OC-00214,2019-01-10,PROV-020,Secretaría F,2472.04
OC-00215,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00216,2019-01-10,PROV-141,Secretaría A,1390.36
OC-00217,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00218,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00219,2019-01-10,PROV-020,Secretaría F,2472.04
OC-00220,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00221,2019-01-10,PROV-020,Secretaría F,2472.04
OC-00222,2019-01-10,PROV-141,Secretaría A,1390.36
OC-00223,2019-01-10,PROV-020,Secretaría F,2472.04
OC-00224,2019-01-10,PROV-020,Secretaría F,2472.04
OC-00225,2019-01-10,PROV-088,Secretaría B,4200.0
OC-00226,2019-01-10,PROV-429,Secretaría G,10500.0
OC-00227,2019-01-10,PROV-272,Secretaría A,6600.0
OC-00228,2019-01-10,PROV-272,Secretaría A,4800.0
OC-00229,2019-01-10,PROV-141,Secretaría A,1390.36
OC-00230,2019-01-10,PROV-141,Secretaría A,1390.36
OC-00231,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00232,2019-01-10,PROV-020,Secretaría F,2472.04
OC-00233,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00234,2019-01-10,PROV-244,Secretaría G,12000.0
OC-00235,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00236,2019-01-10,PROV-030,Secretaría F,14500.0
OC-00237,2019-01-10,PROV-055,Secretaría H,1445.0
OC-00238,2019-01-10,PROV-055,Secretaría H,1445.0
OC-00239,2019-01-10,PROV-055,Secretaría H,1445.0
OC-00240,2019-01-10,PROV-245,Secretaría G,12000.0
OC-00241,2019-01-10,PROV-219,Secretaría G,16000.0
OC-00242,2019-01-10,PROV-141,Secretaría A,1390.36
OC-00243,2019-01-10,PROV-105,Secretaría E,448.0
OC-00244,2019-01-10,PROV-105,Secretaría E,448.0
OC-00245,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00246,2019-01-10,PROV-105,Secretaría E,448.0
OC-00247,2019-01-10,PROV-105,Secretaría E,1128.9
OC-00248,2019-01-10,PROV-105,Secretaría E,1128.9
OC-00249,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00250,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00251,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00252,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00253,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00254,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00255,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00256,2019-01-10,PROV-105,Secretaría E,1128.9
OC-00257,2019-01-10,PROV-141,Secretaría A,1390.36
OC-00258,2019-01-10,PROV-018,Secretaría B,7256.77
OC-00259,2019-01-10,PROV-141,Secretaría A,1390.36
OC-00260,2019-01-10,PROV-168,Secretaría A,13356.0
OC-00261,2019-01-10,PROV-168,Secretaría A,13356.0
OC-00262,2019-01-10,PROV-168,Secretaría A,13356.0
OC-00263,2019-01-10,PROV-485,Secretaría E,1600.0
OC-00264,2019-01-10,PROV-521,Secretaría E,2860.0
OC-00265,2019-01-10,PROV-601,Secretaría E,1350.0
OC-00266,2019-01-10,PROV-017,Secretaría C,3940.0
OC-00267,2019-01-10,PROV-017,Secretaría C,3940.0
OC-00268,2019-01-10,PROV-176,Secretaría I,16239.0
OC-00269,2019-01-10,PROV-168,Secretaría A,13356.0
OC-00270,2019-01-10,PROV-176,Secretaría I,16239.0
OC-00271,2019-01-10,PROV-049,Secretaría B,15454.56
OC-00272,2019-01-10,PROV-049,Secretaría B,28563.65
OC-00273,2019-01-10,PROV-049,Secretaría B,28563.65
OC-00274,2019-01-10,PROV-049,Secretaría B,28563.65
OC-00275,2019-01-10,PROV-049,Secretaría B,28563.65
OC-00276,2019-01-10,PROV-024,Secretaría B,11130.0
OC-00277,2019-01-10,PROV-085,Secretaría B,102389.3
OC-00278,2019-01-10,PROV-450,Secretaría B,20000.0
OC-00279,2019-01-10,PROV-141,Secretaría A,1390.36
OC-00280,2019-01-10,PROV-176,Secretaría I,16239.0
OC-00281,2019-01-10,PROV-198,Secretaría A,47685.0
OC-00282,2019-01-10,PROV-085,Secretaría B,102389.3
OC-00283,2019-01-10,PROV-045,Secretaría A,33330.0
OC-00284,2019-01-10,PROV-198,Secretaría A,47685.0
OC-00285,2019-01-10,PROV-558,Secretaría D,7000.0
OC-00286,2019-01-10,PROV-003,Secretaría D,6885.96
OC-00287,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00288,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00289,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00290,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00291,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00292,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00293,2019-01-10,PROV-040,Secretaría E,52000.0
OC-00294,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00295,2019-01-10,PROV-003,Secretaría A,51024.88
OC-00296,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00297,2019-01-10,PROV-003,Secretaría A,51024.88
OC-00298,2019-01-10,PROV-003,Secretaría A,51024.88
OC-00299,2019-01-10,PROV-141,Secretaría A,1390.36
OC-00300,2019-01-10,PROV-003,Secretaría A,51024.88
OC-00301,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00302,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00303,2019-01-10,PROV-017,Secretaría C,10728.0
OC-00304,2019-01-10,PROV-003,Secretaría A,51024.88
OC-00305,2019-01-11,PROV-045,Secretaría F,10960.4
OC-00306,2019-01-11,PROV-045,Secretaría F,1182.7
OC-00307,2019-01-11,PROV-045,Secretaría F,1182.7
OC-00308,2019-01-11,PROV-045,Secretaría F,1182.7
OC-00309,2019-01-11,PROV-045,Secretaría F,1182.7
OC-00310,2019-01-11,PROV-045,Secretaría F,1182.7
OC-00311,2019-01-11,PROV-045,Secretaría F,1182.7
OC-00312,2019-01-11,PROV-045,Secretaría F,1182.7
OC-00313,2019-01-11,PROV-020,Secretaría A,22005.59
OC-00314,2019-01-11,PROV-020,Secretaría A,22005.59
OC-00315,2019-01-11,PROV-341,Secretaría H,3280.0
OC-00316,2019-01-11,PROV-045,Secretaría A,590.7
OC-00317,2019-01-11,PROV-030,Secretaría A,5004.0
OC-00318,2019-01-11,PROV-030,Secretaría A,5004.0
OC-00319,2019-01-11,PROV-030,Secretaría A,5004.0
OC-00320,2019-01-11,PROV-045,Secretaría F,10960.4
OC-00321,2019-01-11,PROV-105,Secretaría A,668.0
OC-00322,2019-01-11,PROV-045,Secretaría F,1182.7
OC-00323,2019-01-11,PROV-020,Secretaría A,24290.0
OC-00324,2019-01-11,PROV-472,Secretaría E,3300.0
OC-00325,2019-01-11,PROV-045,Secretaría F,10960.4
OC-00326,2019-01-11,PROV-105,Secretaría A,668.0
OC-00327,2019-01-11,PROV-142,Secretaría C,8150.0
OC-00328,2019-01-11,PROV-142,Secretaría C,8150.0
OC-00329,2019-01-11,PROV-142,Secretaría C,8150.0
OC-00330,2019-01-11,PROV-142,Secretaría C,8150.0
OC-00331,2019-01-11,PROV-142,Secretaría C,8150.0
OC-00332,2019-01-11,PROV-084,Secretaría B,3600.0
OC-00333,2019-01-11,PROV-018,Secretaría A,6769.81
OC-00334,2019-01-11,PROV-018,Secretaría A,6769.81
OC-00335,2019-01-11,PROV-018,Secretaría A,6769.81
OC-00336,2019-01-11,PROV-356,Secretaría C,9000.0
OC-00337,2019-01-11,PROV-389,Secretaría F,1700.0
OC-00338,2019-01-11,PROV-087,Secretaría B,1290.0
OC-00339,2019-01-11,PROV-344,Secretaría F,4400.0
OC-00340,2019-01-11,PROV-045,Secretaría F,10960.4
OC-00341,2019-01-11,PROV-045,Secretaría F,10960.4
OC-00342,2019-01-11,PROV-045,Secretaría F,10960.4
OC-00343,2019-01-11,PROV-045,Secretaría F,10960.4
OC-00344,2019-01-11,PROV-045,Secretaría F,10960.4
OC-00345,2019-01-11,PROV-045,Secretaría F,10960.4
OC-00346,2019-01-11,PROV-057,Secretaría A,1900.0
OC-00347,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00348,2019-01-11,PROV-105,Secretaría A,1200.0
OC-00349,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00350,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00351,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00352,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00353,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00354,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00355,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00356,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00357,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00358,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00359,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00360,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00361,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00362,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00363,2019-01-11,PROV-045,Secretaría C,3564.89
OC-00364,2019-01-11,PROV-045,Secretaría C,3564.89
OC-00365,2019-01-11,PROV-045,Secretaría C,3564.89
OC-00366,2019-01-11,PROV-124,Secretaría C,980.0
OC-00367,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00368,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00369,2019-01-11,PROV-018,Secretaría C,6423.82
OC-00370,2019-01-11,PROV-020,Secretaría A,4030.0
OC-00371,2019-01-11,PROV-105,Secretaría A,1200.0
OC-00372,2019-01-11,PROV-100,Secretaría A,6120.0
OC-00373,2019-01-11,PROV-100,Secretaría A,6120.0
OC-00374,2019-01-11,PROV-020,Secretaría A,5025.0
OC-00375,2019-01-11,PROV-020,Secretaría A,5025.0
OC-00376,2019-01-11,PROV-045,Secretaría A,566.29
OC-00377,2019-01-11,PROV-045,Secretaría A,566.29
OC-00378,2019-01-11,PROV-020,Secretaría A,2190.0
OC-00379,2019-01-11,PROV-105,Secretaría A,734.0
OC-00380,2019-01-11,PROV-105,Secretaría A,734.0
OC-00381,2019-01-11,PROV-105,Secretaría A,734.0
OC-00382,2019-01-11,PROV-105,Secretaría A,734.0
OC-00383,2019-01-11,PROV-105,Secretaría A,734.0
OC-00384,2019-01-11,PROV-105,Secretaría A,734.0
OC-00385,2019-01-11,PROV-105,Secretaría A,734.0
OC-00386,2019-01-11,PROV-275,Secretaría A,930.0
OC-00387,2019-01-11,PROV-151,Secretaría D,78585.0
OC-00388,2019-01-11,PROV-151,Secretaría D,78585.0
OC-00389,2019-01-11,PROV-020,Secretaría A,4030.0
OC-00390,2019-01-11,PROV-057,Secretaría A,1900.0
OC-00391,2019-01-11,PROV-141,Secretaría A,28674.0
OC-00392,2019-01-11,PROV-356,Secretaría C,3900.0
OC-00393,2019-01-11,PROV-290,Secretaría F,80005.2
OC-00394,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00395,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00396,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00397,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00398,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00399,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00400,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00401,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00402,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00403,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00404,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00405,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00406,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00407,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00408,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00409,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00410,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00411,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00412,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00413,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00414,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00415,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00416,2019-01-11,PROV-306,Secretaría G,9946.0
OC-00417,2019-01-11,PROV-360,Secretaría G,840.0
OC-00418,2019-01-11,PROV-228,Secretaría C,101124.0
OC-00419,2019-01-11,PROV-289,Secretaría F,8479.87
OC-00420,2019-01-11,PROV-288,Secretaría F,8479.87
OC-00421,2019-01-11,PROV-149,Secretaría F,10460.0
OC-00422,2019-01-11,PROV-149,Secretaría F,10460.0
OC-00423,2019-01-11,PROV-149,Secretaría F,10460.0
OC-00424,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00425,2019-01-11,PROV-090,Secretaría F,19960.0
OC-00426,2019-01-11,PROV-057,Secretaría F,3600.0
OC-00427,2019-01-11,PROV-030,Secretaría A,5000.0
OC-00428,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00429,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00430,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00431,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00432,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00433,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00434,2019-01-11,PROV-104,Secretaría F,702.0
OC-00435,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00436,2019-01-11,PROV-021,Secretaría D,6237.0
OC-00437,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00438,2019-01-11,PROV-135,Secretaría D,2300.0
OC-00439,2019-01-11,PROV-144,Secretaría C,47771.0
OC-00440,2019-01-11,PROV-039,Secretaría A,91200.0
OC-00441,2019-01-11,PROV-100,Secretaría A,48165.0
OC-00442,2019-01-11,PROV-030,Secretaría A,10050.0
OC-00443,2019-01-11,PROV-084,Secretaría F,2810.0
OC-00444,2019-01-11,PROV-084,Secretaría F,2810.0
OC-00445,2019-01-11,PROV-084,Secretaría F,2810.0
OC-00446,2019-01-11,PROV-039,Secretaría A,66000.0
OC-00447,2019-01-11,PROV-414,Secretaría B,2400.0
OC-00448,2019-01-11,PROV-020,Secretaría F,9794.47
OC-00449,2019-01-11,PROV-020,Secretaría F,9794.47
OC-00450,2019-01-11,PROV-021,Secretaría A,9907.0
OC-00451,2019-01-11,PROV-020,Secretaría F,9794.47
OC-00452,2019-01-11,PROV-020,Secretaría F,9794.47
